Q	g	N_cur	raw	fresh	D_raw	D_fresh	N_cur_sec	raw_sec	fresh_sec	D_raw_sec	D_fresh_sec	N_cur_left	fresh_left	pct	pct_sec	fits	delta_lower	hist_range	hist_std	N_live	D_live	pct_live
499	89	5022	283	116	2.4157	3.1461	75	6	3	1.5281	1.3146	2475	64	0.4773	0.7386	0	nan	20	4.3779	4872	6.5169	0.7500
499	97	4906	259	113	1.5567	11.8454	72	4	1	-0.1031	-0.4845	2411	58	0.9479	0.2188	0	nan	18	4.2737	4735	15.3711	0.9688
499	101	4793	243	111	-4.2475	16.0891	71	5	0	1.0594	-1.4059	2353	57	0.9900	0.7200	0	nan	22	3.6817	4607	19.7723	0.9900
499	103	4682	240	93	-2.4466	2.0874	71	0	0	-3.8641	-1.3786	2296	51	0.3235	0.7157	0	nan	15	3.3755	4489	5.8350	0.7745
499	107	4589	234	100	0.6168	14.2243	71	4	1	0.2804	-0.3271	2245	44	0.9906	0.1509	0	nan	23	4.2741	4386	18.0187	0.9906
499	109	4489	226	98	-3.1009	15.6330	70	4	2	0.3486	0.7156	2201	52	0.9537	0.4259	0	nan	24	3.8245	4280	19.4679	0.9907
499	113	4391	224	93	3.0088	15.2832	68	5	1	1.4779	-0.2035	2149	46	0.9911	0.1696	0	nan	26	4.0415	4171	19.1770	0.9911
499	127	4298	199	83	2.3701	15.3150	67	3	1	-0.1339	-0.0551	2103	43	0.9921	0.1905	0	nan	17	3.5370	4036	19.4409	0.9921
499	131	4215	189	77	-1.6260	12.6489	66	2	0	-1.0382	-1.0076	2060	39	0.9769	0.7846	0	nan	22	3.8134	3941	16.8321	0.9923
499	137	4138	182	75	-0.2774	14.5912	66	4	1	1.0949	0.0365	2021	38	0.9926	0.2353	0	nan	19	3.6068	3837	18.9854	0.9926
499	139	4063	179	66	-0.6547	7.5396	65	3	0	0.1367	-0.9353	1983	30	0.8913	0.5725	0	nan	18	3.5972	3756	11.9568	0.9783
499	149	3997	169	71	1.4027	17.3490	65	3	0	0.3289	-0.8725	1953	34	0.9932	0.5676	0	nan	20	3.4810	3645	22.0738	0.9932
499	151	3926	163	67	-2.3775	15.0000	65	1	1	-1.6358	0.1391	1919	36	0.9933	0.2067	0	nan	18	3.6083	3564	19.7947	0.9933
499	157	3859	160	64	0.9427	14.8408	64	3	3	0.4650	2.1847	1883	31	0.9936	0.9808	0	nan	18	3.5281	3477	19.7070	0.9936
499	163	3795	152	61	-1.2025	14.4356	61	3	0	0.5583	-0.7485	1852	35	0.9938	0.6049	0	nan	19	3.4455	3396	19.3313	0.9938
499	167	3734	147	51	-2.5329	6.2814	61	4	2	1.6168	1.2695	1817	23	0.8554	0.9096	0	nan	21	3.4662	3314	11.3114	0.9880
499	173	3683	143	55	-1.3468	12.4220	59	5	2	2.6994	1.3179	1794	25	0.9884	0.9012	0	nan	22	3.4520	3240	17.5434	0.9942
499	179	3628	138	54	-1.5084	13.4637	57	2	2	-0.2235	1.3631	1769	24	0.9944	0.9326	0	nan	18	3.4939	3160	18.6927	0.9944
499	181	3574	136	49	-1.9669	9.5083	55	1	0	-1.1989	-0.6077	1745	19	0.9944	0.5722	0	nan	16	3.2876	3093	14.8232	0.9944
499	191	3525	132	50	1.2565	13.0890	55	1	1	-1.0838	0.4241	1726	23	0.9947	0.1895	0	nan	21	3.6405	2995	18.6387	0.9947
499	193	3475	127	49	-2.3886	12.9896	54	3	2	0.9378	1.4404	1703	19	0.9948	0.9583	0	nan	17	3.1318	2938	18.5544	0.9948
499	197	3426	126	43	-0.7614	8.2183	52	1	1	-1.0203	0.4721	1684	20	0.9745	0.1735	0	nan	13	2.9795	2869	13.8731	0.9949
499	199	3383	123	40	-2.4874	6.0000	51	1	1	-1.0000	0.4874	1664	20	0.8384	0.1818	0	nan	17	3.3037	2818	11.6784	0.9949
499	211	3343	113	34	-5.3507	2.3128	50	0	0	-1.8863	-0.4739	1644	14	0.4476	0.3000	0	nan	16	3.0709	2726	8.1611	0.9667
499	223	3309	112	41	0.0179	11.3229	50	2	1	0.2152	0.5516	1630	15	0.9775	0.7748	0	nan	18	2.9919	2633	17.3857	0.9955
499	227	3268	109	42	-1.0088	13.2070	49	2	1	0.2467	0.5683	1615	18	0.9956	0.7876	0	nan	19	3.2191	2569	19.3656	0.9956
499	229	3226	110	36	0.9520	7.8253	48	2	2	0.2620	1.5808	1597	14	0.9649	0.9518	0	nan	17	3.0557	2518	14.0087	0.9956
499	233	3190	106	37	-1.1760	9.6180	46	2	1	0.2918	0.6052	1583	13	0.9914	0.8017	0	nan	15	2.6866	2466	15.8326	0.9957
499	239	3153	101	33	-3.4854	6.6151	45	2	2	0.3347	1.6234	1570	10	0.9202	0.9790	0	nan	16	2.9409	2397	12.9414	0.9958
499	241	3120	105	30	1.3817	4.1079	43	1	0	-0.6515	-0.3568	1560	13	0.7333	0.3375	0	nan	14	2.8404	2355	10.4564	0.9875
499	251	3090	97	31	-2.4900	6.3785	43	1	0	-0.5857	-0.3426	1547	14	0.9320	0.3440	0	nan	15	2.6312	2279	12.8406	0.9960
499	257	3059	96	28	-1.1673	4.1946	43	1	1	-0.5486	0.6654	1533	10	0.7188	0.8320	0	nan	13	2.5874	2215	10.7626	0.9961
499	263	3031	94	24	-0.9506	0.9506	42	2	1	0.4867	0.6806	1523	6	0.1679	0.8397	0	nan	14	2.6634	2160	7.5741	0.9847
499	269	3007	89	28	-3.8327	5.6431	41	0	0	-1.4796	-0.3048	1517	10	0.8769	0.3619	0	nan	14	2.7372	2093	12.4387	0.9963
499	271	2979	91	20	-1.1476	-1.9852	41	2	1	0.5314	0.6974	1507	6	0.3407	0.8519	0	nan	15	2.4283	2058	4.8118	0.8852
499	277	2959	90	29	-0.1516	7.6354	40	1	0	-0.4368	-0.2888	1501	7	0.9674	0.3768	0	nan	17	2.6424	2008	14.5018	0.9964
499	281	2930	87	17	-1.8683	-3.8541	40	2	0	0.5836	-0.2847	1494	4	0.6321	0.3750	0	nan	14	2.6962	1959	3.0569	0.6714
499	283	2913	84	18	-4.2403	-2.5866	40	1	0	-0.4064	-0.2827	1490	6	0.5993	0.3688	0	nan	14	2.5308	1930	4.3604	0.8440
499	293	2895	86	22	0.7713	2.2389	40	3	1	1.6416	0.7270	1484	6	0.4418	0.8664	0	nan	13	2.4375	1844	9.4130	0.9966
499	307	2873	82	20	0.6580	1.2834	39	0	0	-1.2964	-0.2541	1478	4	0.3072	0.3856	0	nan	14	2.6257	1734	8.7036	0.9967
499	311	2853	77	15	-3.2958	-3.3473	39	2	1	0.7203	0.7492	1474	2	0.6871	0.8742	0	nan	17	2.4604	1692	4.1190	0.8742
499	313	2838	76	19	-3.7827	0.8658	38	1	1	-0.2716	0.7572	1472	5	0.1571	0.8782	0	nan	15	2.3480	1659	8.3994	0.9968
499	317	2819	80	14	1.2240	-3.7855	37	2	1	0.7445	0.7666	1467	2	0.7437	0.8829	0	nan	14	2.3525	1616	3.8044	0.7975
499	331	2805	78	17	2.5559	0.0514	36	1	1	-0.2024	0.7825	1465	2	0.0667	0.8909	0	nan	15	2.4535	1514	7.8520	0.9939
499	337	2788	72	14	-2.1009	-2.5460	35	0	0	-1.1810	-0.2077	1463	2	0.5863	0.3988	0	nan	15	2.3347	1456	5.3591	0.9792
499	347	2774	70	14	-1.9654	-1.9885	35	1	0	-0.1470	-0.2017	1461	1	0.3988	0.4104	0	nan	14	2.3718	1372	6.0922	0.9913
499	349	2760	68	12	-3.5530	-3.8166	35	1	0	-0.1404	-0.2006	1460	0	0.7845	0.4052	0	nan	12	2.3801	1344	4.2980	0.9368
499	353	2748	72	17	1.2578	1.4306	35	2	1	0.8725	0.8017	1460	0	0.3068	0.9006	0	nan	16	2.5590	1303	9.6176	0.9943
499	359	2731	66	12	-3.5599	-3.2145	34	1	0	-0.1086	-0.1894	1460	0	0.7151	0.4106	0	nan	11	2.2845	1251	5.0306	0.9749
499	367	2719	66	8	-2.0436	-6.8174	34	0	0	-1.0845	-0.1853	1460	0	0.9645	0.4153	0	nan	14	2.2589	1183	1.5531	0.5628
499	373	2711	69	15	2.0509	0.4638	34	1	0	-0.0670	-0.1823	1460	0	0.0565	0.4194	0	nan	14	2.2565	1134	8.9196	0.9973
499	379	2696	65	13	-0.8892	-1.2269	34	2	2	0.9499	1.8206	1460	0	0.3413	0.9947	0	nan	13	2.1599	1080	7.3008	0.9974
499	383	2683	64	8	-1.2010	-6.0104	32	1	0	-0.0392	-0.1671	1460	0	0.9686	0.4215	0	nan	15	2.2343	1041	2.5640	0.8141
499	389	2675	64	11	-0.1954	-2.7532	32	1	0	-0.0231	-0.1645	1460	0	0.6701	0.4253	0	nan	12	2.1368	984	5.9409	0.9923
499	397	2664	62	10	-0.9018	-3.4207	32	0	0	-1.0025	-0.1612	1460	0	0.7449	0.4217	0	nan	13	2.1468	907	5.4307	0.9949
499	401	2654	63	10	0.7257	-3.2369	32	1	0	0.0075	-0.1596	1460	0	0.7300	0.4250	0	nan	12	2.1436	868	5.6708	0.9975
499	409	2644	61	5	-0.0562	-7.9291	32	0	0	-0.9731	-0.1565	1460	0	0.9853	0.4240	0	nan	11	2.2354	804	1.0685	0.5000
499	419	2639	59	5	-0.5990	-7.5967	32	2	1	1.0501	0.8473	1460	0	0.9952	0.9234	0	nan	13	2.0482	739	1.4726	0.5335
499	421	2634	59	5	-0.3159	-7.5131	31	1	1	0.0546	0.8527	1460	0	0.9857	0.9262	0	nan	13	2.1743	710	1.6271	0.7024
499	431	2629	56	7	-1.9397	-5.1995	30	0	0	-0.9234	-0.1392	1460	0	0.9558	0.4302	0	nan	13	2.0519	615	4.1462	0.9930
499	433	2622	56	6	-1.6721	-6.1109	30	1	0	0.0808	-0.1386	1460	0	0.9722	0.4306	0	nan	13	2.0807	589	3.2794	0.9745
499	439	2616	56	7	-0.8838	-4.9180	30	2	0	1.0934	-0.1367	1460	0	0.8927	0.4338	0	nan	11	2.0379	539	4.5444	0.9886
499	443	2609	57	4	0.6298	-7.7788	30	1	0	0.1016	-0.1354	1460	0	0.9910	0.4389	0	nan	11	2.0762	509	1.7020	0.7851
499	449	2605	53	4	-2.6169	-7.6036	30	1	1	0.1136	0.8664	1460	0	0.9955	0.9330	0	nan	12	1.9659	459	1.9555	0.8527
499	457	2601	53	2	-1.6433	-9.3829	29	1	0	0.1291	-0.1269	1460	0	0.9978	0.4364	0	nan	11	1.9755	385	0.3151	0.1338
499	461	2599	54	1	-0.1692	-10.2755	29	1	1	0.1367	0.8742	1460	0	0.9978	0.9370	0	nan	14	1.9408	350	-0.5184	0.4565
499	463	2598	51	3	-2.9352	-8.2225	28	0	0	-0.8596	-0.1210	1460	0	0.9978	0.4437	0	nan	11	1.9218	339	1.5356	0.8918
499	467	2595	52	4	-1.4732	-7.1135	28	1	0	0.1478	-0.1199	1460	0	0.9936	0.4421	0	nan	13	1.9802	306	2.6895	0.9785
499	479	2591	52	2	-0.1336	-8.8184	28	2	0	1.1691	-0.1169	1460	0	0.9937	0.4435	0	nan	11	1.9102	202	1.1566	0.8703
499	487	2589	52	2	0.7228	-8.6324	28	0	0	-0.8172	-0.1150	1460	0	0.9979	0.4444	0	nan	11	1.8942	126	1.4825	0.9444
499	491	2587	50	2	-0.8595	-8.5377	28	1	0	0.1894	-0.1141	1460	0	0.9980	0.4429	0	nan	12	1.8566	100	1.5927	0.9673
499	499	2585	48	0	-2.0441	-10.3607	28	0	0	-0.7976	-0.1122	1460	0	0.9980	0.4478	0	nan	12	1.9828	28	-0.1122	0.4478
