Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
709	719	19	119	86159	86041	2379	20152	555	4653	101	4653	101	1	15499	0.9453	0.7450	0.2443	27.5235	149	8305	139	-9.4842	349	-4.9836	61	335	6	0.1144	0.4660	13.6340	8.5016	0.7468	0.5133	32.1678	149	7959	0.8659	0.3428
719	727	19	121	88087	87967	1927	20605	452	4758	105	4758	105	1	15847	0.9480	0.9537	0.2436	27.5474	137	8799	156	-10.0802	349	-4.3585	53	301	7	0.1131	0.3674	13.9531	8.5210	0.7733	0.5234	31.8540	137	8504	0.8757	0.3422
727	733	19	122	89547	89426	1459	20950	344	4821	63	4821	63	1	16129	0.9473	0.7539	0.2429	27.3139	137	8952	158	-10.4388	139	5.2759	29	315	27	0.1138	0.5487	14.1493	8.5349	0.7760	0.5308	31.6204	137	8657	0.8841	0.3594
733	739	19	123	91019	90897	1471	21297	346	4892	71	4892	71	1	16405	0.9482	0.8471	0.2423	26.9693	163	8397	130	-11.4317	139	-3.9310	29	318	18	0.1125	0.4954	14.3602	8.5485	0.7697	0.5669	31.7914	163	8004	0.8853	0.3542
739	743	19	124	92007	91884	987	21524	227	4934	42	4934	42	1	16590	0.9488	0.7658	0.2416	27.5912	137	9207	162	-11.6978	139	2.8049	41	168	11	0.1132	0.6552	14.4919	8.5564	0.7699	0.5269	32.1409	149	8557	0.8753	0.3523
743	751	19	125	93999	93875	1991	21990	465	5017	83	5017	83	1	16973	0.9469	0.7408	0.2409	28.5583	163	8675	135	-9.4029	139	4.8276	29	423	34	0.1143	0.5469	14.7526	8.5752	0.7884	0.5690	33.3804	163	8282	0.8891	0.3660
751	757	19	126	95507	95382	1507	22341	350	5090	73	5090	73	1	17251	0.9481	0.8679	0.2403	28.3796	137	9564	168	-8.4532	139	4.1860	43	254	16	0.1139	0.4655	14.9810	8.5883	0.7879	0.5527	32.6861	137	9269	0.8829	0.3678
757	761	19	127	96519	96393	1011	22577	235	5138	48	5138	48	1	17439	0.9495	0.8522	0.2397	27.8467	137	9669	169	-7.8489	139	2.9459	37	186	13	0.1138	0.5452	15.1274	8.5962	0.7935	0.5139	32.6859	277	5999	0.8890	0.3772
761	769	19	128	98559	98432	2039	23055	477	5236	98	5236	98	1	17819	0.9501	0.8595	0.2390	29.7372	137	9882	174	-8.7266	139	3.9420	293	155	5	0.1137	0.4143	16.0925	8.6145	0.7928	0.5193	34.0438	137	9587	0.8899	0.3578
769	773	19	129	99587	99459	1027	23300	244	5286	50	5286	50	1	18014	0.9515	0.8595	0.2384	28.2044	137	9987	174	-9.2518	139	-3.7260	73	136	0	0.1141	0.5429	15.7532	8.6225	0.8051	0.5070	32.9819	277	6235	0.8886	0.3454
773	787	19	130	103227	103098	3639	24152	852	5446	160	5446	160	1	18706	0.9482	0.7897	0.2378	28.7299	137	10362	180	10.8261	23	8.1860	43	598	36	0.1152	0.4085	16.5707	8.6558	0.8083	0.5574	33.0365	137	10067	0.8987	0.3369
787	797	19	132	105867	105736	2639	24768	616	5564	118	5564	118	1	19204	0.9471	0.8076	0.2372	29.7445	137	10635	185	10.8049	41	-3.9355	31	526	30	0.1146	0.3921	14.4392	8.6784	0.8115	0.4983	34.5668	277	6708	0.8855	0.3329
797	809	19	134	109079	108946	3211	25520	751	5714	150	5714	150	1	19806	0.9463	0.8442	0.2366	28.0462	173	9857	142	-9.6849	457	-5.3793	29	687	42	0.1133	0.3791	13.9165	8.7058	0.7984	0.5696	33.7040	277	6966	0.8869	0.3327
809	811	19	136	109619	109484	539	25645	126	5732	19	5732	19	1	19913	0.9470	0.6389	0.2360	27.8905	137	11036	189	-9.2319	457	-2.9565	23	126	8	0.1140	0.9741	14.1706	8.7083	0.7913	0.5356	33.4079	277	7007	0.8854	0.3337
811	821	19	136	112339	112204	2719	26286	640	5856	124	5856	124	1	20430	0.9462	0.8229	0.2354	29.3436	227	9041	109	-9.2158	139	4.4483	29	588	45	0.1148	0.3983	14.4821	8.7305	0.7911	0.5058	35.4405	227	8349	0.8674	0.3376
821	823	19	138	112887	112750	547	26412	126	5879	24	5879	24	1	20533	0.9477	0.8110	0.2349	29.9736	227	9083	110	9.0000	71	-2.7742	31	105	4	0.1149	0.7348	14.5389	8.7328	0.7991	0.5163	36.0617	227	8392	0.8759	0.3370
823	827	19	138	113987	113850	1099	26669	257	5928	49	5928	49	1	20741	0.9487	0.8138	0.2343	30.1278	227	9179	111	10.7606	71	3.6636	107	125	6	0.1142	0.5957	13.6700	8.7401	0.8049	0.5211	36.2159	227	8488	0.8887	0.3701
827	829	19	139	114539	114401	551	26798	130	5951	24	5951	24	1	20847	0.9501	0.7899	0.2337	30.6784	227	9230	112	8.7805	41	3.0000	79	79	5	0.1144	0.8132	14.3918	8.7425	0.8015	0.5614	36.7577	227	8540	0.8866	0.3594
829	839	19	139	117319	117181	2779	27449	651	6059	108	6059	108	1	21390	0.9467	0.7115	0.2332	30.4332	277	8527	92	11.7887	71	6.2414	29	591	47	0.1165	0.5458	14.6176	8.7641	0.8121	0.5796	37.2347	277	7585	0.8911	0.3537
839	853	19	141	121267	121127	3947	28375	927	6224	165	6224	165	1	22151	0.9430	0.7652	0.2326	31.2816	277	8825	95	11.7042	71	-5.7547	53	603	17	0.1180	0.3957	14.0593	8.7948	0.8202	0.5214	38.0830	277	7883	0.9090	0.3518
853	857	19	143	122407	122265	1139	28641	266	6267	43	6267	43	1	22374	0.9429	0.6966	0.2321	30.7244	127	12781	232	11.8780	41	6.0488	41	204	16	0.1193	0.7703	14.6940	8.8018	0.8140	0.5685	37.4910	277	7965	0.8961	0.3491
857	859	19	144	122979	122836	571	28773	133	6293	27	6293	27	1	22480	0.9447	0.8769	0.2315	33.2025	163	11475	174	10.4930	71	3.3252	163	55	4	0.1198	0.7048	14.7550	8.8041	0.8163	0.5160	37.9755	163	11086	0.8846	0.3442
859	863	19	144	124127	123984	1147	29045	271	6343	50	6343	50	1	22702	0.9455	0.7988	0.2310	32.8405	163	11586	175	-10.9137	139	-4.2258	31	236	11	0.1199	0.6252	14.8722	8.8112	0.8163	0.5496	37.6135	163	11197	0.8806	0.3409
863	877	19	145	128187	128043	4059	29995	949	6500	157	6500	157	1	23495	0.9404	0.7179	0.2304	33.6432	227	10369	125	-13.5827	139	-5.8621	29	868	54	0.1225	0.4935	15.1809	8.8410	0.8279	0.5929	40.3285	277	8403	0.8966	0.3661
877	881	19	147	129359	129213	1171	30268	272	6557	57	6557	57	1	23711	0.9422	0.9115	0.2299	33.9350	277	9427	102	-12.5108	139	-3.0233	43	194	6	0.1221	0.4746	15.3139	8.8478	0.8307	0.4749	40.7292	277	8486	0.8928	0.3529
881	883	19	148	129947	129800	587	30400	132	6581	25	6581	25	1	23819	0.9437	0.8256	0.2294	34.6173	277	9471	103	-12.4101	139	2.5821	67	81	5	0.1221	0.7769	15.3769	8.8499	0.8317	0.5313	41.4043	277	8531	0.8964	0.3973
883	887	19	148	131127	130980	1179	30674	273	6637	56	6637	56	1	24037	0.9454	0.8962	0.2289	35.5286	227	10609	129	-11.3525	139	5.2830	53	178	12	0.1210	0.5335	15.5076	8.8566	0.8304	0.5163	41.5903	227	9921	0.8931	0.3591
887	907	19	149	137107	136959	5979	32084	1409	6882	245	6882	245	1	25202	0.9393	0.7614	0.2284	38.0000	227	11123	136	-9.6403	139	-5.9775	89	711	10	0.1229	0.3837	15.0980	8.8993	0.8331	0.5568	44.0617	227	10435	0.8882	0.3479
907	911	19	152	138319	138168	1211	32366	282	6941	59	6941	59	1	25425	0.9412	0.9182	0.2279	38.0485	227	11231	137	11.1284	109	-2.9494	79	156	1	0.1225	0.5123	15.3054	8.9058	0.8353	0.5226	44.1101	227	10543	0.8896	0.3454
911	919	19	153	140759	140607	2439	32940	573	7049	108	7049	108	1	25891	0.9412	0.8290	0.2274	38.2775	227	11432	139	10.5963	109	5.7931	29	525	42	0.1227	0.4328	15.5436	8.9212	0.8366	0.5310	44.3392	227	10744	0.8778	0.3370
919	929	19	154	143839	143686	3079	33657	716	7168	119	7168	119	1	26489	0.9388	0.7326	0.2269	38.0837	227	11681	141	11.9155	71	5.7742	31	608	45	0.1234	0.4964	15.5996	8.9406	0.8362	0.5561	44.1454	227	10993	0.8848	0.3454
929	937	19	156	146327	146172	2487	34241	584	7280	112	7280	112	1	26961	0.9392	0.8472	0.2264	37.2159	227	11893	142	10.7248	109	-5.1268	71	324	4	0.1229	0.4425	15.6728	8.9556	0.8378	0.5332	43.3069	277	9791	0.8882	0.3427
937	941	19	157	147579	147423	1251	34529	287	7333	53	7333	53	1	27196	0.9402	0.8175	0.2259	36.7987	149	14468	231	11.4404	109	4.0435	23	287	29	0.1223	0.6399	15.7869	8.9618	0.8435	0.5376	42.5776	277	9892	0.8975	0.3498
941	947	19	158	149467	149310	1887	34973	445	7419	86	7419	86	1	27554	0.9411	0.8574	0.2254	37.7148	277	10981	117	10.4453	137	-3.9787	47	305	9	0.1224	0.4673	15.9742	8.9725	0.8541	0.5229	44.5018	277	10041	0.9083	0.3544
947	953	19	159	151367	151209	1899	35416	442	7487	68	7487	68	1	27929	0.9398	0.6840	0.2249	38.7112	277	11120	119	10.1651	109	4.2373	59	288	14	0.1238	0.6581	16.1572	8.9830	0.8514	0.5599	45.4982	277	10180	0.9025	0.3501
953	967	19	160	155847	155688	4479	36469	1052	7688	201	7688	201	1	28781	0.9392	0.8512	0.2245	39.1336	277	11477	122	-10.2494	421	-6.2973	37	838	39	0.1228	0.3363	17.1002	9.0102	0.8484	0.5378	45.9206	277	10537	0.8952	0.3456
967	971	19	162	157139	156978	1291	36770	300	7736	48	7736	48	1	29034	0.9392	0.7143	0.2240	38.4549	277	11571	122	11.3211	109	3.6129	31	254	20	0.1235	0.7153	16.8251	9.0163	0.8545	0.5532	45.2419	277	10631	0.8900	0.3464
971	977	19	163	159087	158925	1947	37229	458	7817	81	7817	81	1	29412	0.9393	0.7912	0.2235	-38.8481	79	20139	471	10.8991	109	-4.9032	31	386	20	0.1231	0.5343	16.3497	9.0267	0.8444	0.5185	45.1877	277	10777	0.8917	0.3564
977	983	19	164	161047	160884	1959	37686	457	7907	90	7907	90	1	29779	0.9405	0.8828	0.2231	-40.1013	79	20386	476	11.5138	109	-3.6897	29	416	25	0.1229	0.4855	16.8743	9.0368	0.8511	0.5441	46.0469	277	10935	0.8937	0.3569
983	991	19	165	163679	163515	2631	38302	616	8016	109	8016	109	1	30286	0.9401	0.7948	0.2226	40.1938	227	13371	158	11.2110	109	-4.5484	31	520	29	0.1234	0.4702	17.2770	9.0510	0.8577	0.5252	46.6245	277	11132	0.8988	0.3476
991	997	19	166	165667	165502	1987	38767	466	8087	71	8087	71	1	30680	0.9389	0.6858	0.2222	41.7401	227	13536	161	11.6789	109	5.2581	31	399	31	0.1242	0.6491	17.8527	9.0610	0.8462	0.5665	47.8018	227	12848	0.8891	0.3470
997	1009	19	167	169679	169513	4011	39708	941	8278	191	8278	191	1	31430	0.9402	0.9154	0.2217	42.5507	227	13898	165	11.4128	109	-6.3103	29	860	53	0.1228	0.3224	19.8507	9.0830	0.8545	0.5540	48.6123	227	13210	0.9126	0.3486
1009	1013	19	169	171027	170859	1347	40021	313	8332	54	8332	54	1	31689	0.9408	0.7796	0.2213	43.5991	227	14006	167	10.6697	109	4.7468	79	168	9	0.1226	0.6605	20.5560	9.0889	0.8571	0.5379	49.6608	227	13318	0.9105	0.3445
1013	1019	19	170	173059	172890	2031	40496	474	8421	89	8421	89	1	32075	0.9416	0.8502	0.2209	43.1454	227	14171	168	-10.6763	139	4.3396	53	309	16	0.1226	0.4926	22.1002	9.0987	0.8536	0.5343	49.2070	227	13483	0.9114	0.3480
1019	1021	19	171	173739	173569	679	40658	163	8450	30	8450	30	1	32208	0.9429	0.8350	0.2204	43.6344	227	14229	169	-9.9971	349	4.9310	29	146	15	0.1231	0.7583	16.7512	9.1007	0.8567	0.5135	49.6872	227	13542	0.9094	0.3422
1021	1031	19	171	177159	176989	3419	41461	802	8587	137	8587	137	1	32874	0.9415	0.7765	0.2200	47.0705	227	14520	175	10.2477	109	-6.7391	23	802	63	0.1232	0.4508	16.4776	9.1183	0.8525	0.5186	53.1233	227	13833	0.8982	0.3446
1031	1033	19	173	177847	177675	687	41617	157	8613	27	8613	27	1	33004	0.9426	0.7833	0.2196	46.6388	227	14569	175	9.3853	109	4.2759	29	141	14	0.1229	0.8053	16.7081	9.1201	0.8479	0.5121	52.6828	227	13883	0.9012	0.3424
1033	1039	19	173	179919	179747	2071	42102	485	8705	92	8705	92	1	33397	0.9435	0.8656	0.2191	46.1145	227	14742	176	9.4862	109	-3.4803	127	221	0	0.1232	0.4704	16.8865	9.1298	0.8553	0.5229	52.1586	227	14056	0.8959	0.3373
1039	1049	19	174	183399	183226	3479	42916	814	8859	154	8859	154	1	34057	0.9438	0.8650	0.2187	45.3568	227	15055	178	-9.0964	809	-7.2985	67	479	7	0.1222	0.3937	17.2742	9.1470	0.8545	0.5316	51.4009	227	14369	0.9003	0.3416
1049	1051	19	176	184099	183924	699	43078	162	8881	23	8881	23	1	34197	0.9444	0.6504	0.2183	45.9163	227	15105	179	9.5780	109	3.8621	29	147	14	0.1228	0.9487	17.1645	9.1489	0.8541	0.5162	51.9515	227	14420	0.8940	0.3402
1051	1061	19	176	187619	187444	3519	43902	823	9029	148	9029	148	1	34873	0.9439	0.8254	0.2179	48.2731	227	15405	184	13.4587	109	4.2556	223	306	7	0.1228	0.4310	18.4186	9.1659	0.8548	0.5463	54.3084	227	14720	0.9147	0.3572
1061	1063	19	178	188327	188150	707	44071	170	9062	34	9062	34	1	35009	0.9455	0.9197	0.2175	48.6916	227	15471	185	-10.4134	179	3.2174	23	170	18	0.1227	0.6700	18.2578	9.1679	0.8595	0.5139	54.7181	227	14787	0.9061	0.3499
1063	1069	19	178	190459	190282	2131	44572	500	9157	95	9157	95	1	35415	0.9465	0.8753	0.2171	49.0617	227	15656	187	-9.2503	839	-5.7442	43	360	11	0.1223	0.4801	18.7898	9.1773	0.8605	0.5346	55.0881	227	14972	0.9000	0.3377
1069	1087	19	179	196927	196749	6467	46084	1511	9422	265	9422	265	1	36662	0.9437	0.8095	0.2167	48.4273	227	16182	191	-10.0791	139	7.5517	29	1384	103	0.1213	0.3420	18.4406	9.2088	0.8482	0.5357	54.4537	227	15498	0.9110	0.3390
1087	1091	19	182	198379	198198	1451	46427	342	9490	68	9490	68	1	36937	0.9452	0.9194	0.2163	47.2555	227	16315	191	-9.6722	839	-4.0851	47	237	6	0.1204	0.5179	18.0859	9.2144	0.8491	0.5352	53.2819	227	15631	0.9069	0.3361
1091	1093	19	183	199107	198925	727	46595	168	9518	29	9518	29	1	37077	0.9463	0.7997	0.2159	46.7357	227	16374	191	-10.0727	839	3.3913	23	168	18	0.1208	0.7987	19.8887	9.2161	0.8520	0.5194	52.7533	227	15691	0.9119	0.3645
1093	1097	19	183	200567	200385	1459	46931	335	9577	59	9577	59	1	37354	0.9471	0.8174	0.2155	46.6520	227	16497	192	-10.4689	241	-2.7753	89	168	1	0.1205	0.5764	19.5763	9.2215	0.8570	0.5095	52.6696	227	15814	0.9116	0.3411
1097	1103	19	184	202767	202584	2199	47450	518	9653	76	9653	76	1	37797	0.9459	0.6822	0.2151	47.1718	227	16665	194	-10.1108	839	-4.8837	43	363	12	0.1220	0.7016	19.2065	9.2307	0.8547	0.5828	53.1894	227	15982	0.9044	0.3329
1103	1109	19	185	204979	204795	2211	47971	521	9742	89	9742	89	1	38229	0.9460	0.7957	0.2147	47.5066	227	16854	196	10.0299	67	-3.6452	31	444	25	0.1223	0.5569	19.7361	9.2398	0.8597	0.5463	53.5242	227	16171	0.8945	0.3327
1109	1117	19	186	207947	207762	2967	48666	695	9870	128	9870	128	1	38796	0.9464	0.8594	0.2143	46.3480	227	17099	197	9.2836	67	6.2162	37	551	36	0.1222	0.4391	19.1113	9.2523	0.8610	0.5190	52.3656	227	16416	0.8951	0.3221
1117	1123	19	187	210187	210001	2239	49187	521	9961	91	9961	91	1	39226	0.9467	0.8165	0.2139	46.6300	227	17294	199	12.7313	67	-4.3659	41	397	15	0.1222	0.5115	18.1623	9.2612	0.8667	0.5456	52.6476	227	16611	0.9048	0.3236
1123	1129	19	188	212439	212252	2251	49715	528	10056	95	10056	95	1	39659	0.9473	0.8426	0.2135	44.8943	227	17491	199	12.9701	67	3.9362	47	354	19	0.1218	0.5015	18.3355	9.2701	0.8548	0.5232	50.9119	227	16808	0.8940	0.3200
1129	1151	19	189	220799	220611	8359	51677	1961	10388	332	10388	332	1	41289	0.9431	0.7943	0.2132	-46.6582	79	27913	660	12.4030	67	11.5517	29	1790	135	0.1230	0.3519	18.8450	9.3070	0.8676	0.5578	50.6740	227	17516	0.9119	0.3210
1151	1153	19	193	221567	221375	767	51852	176	10408	21	10408	21	1	41444	0.9433	0.5608	0.2128	-47.9114	79	28002	661	13.0000	29	3.3871	31	149	13	0.1241	1.0879	18.8812	9.3087	0.8727	0.5389	52.1542	227	17575	0.9119	0.3216
1153	1163	19	193	225427	225235	3859	52755	902	10586	178	10586	178	1	42169	0.9447	0.9290	0.2124	-47.5696	79	28502	674	14.7241	29	-7.4839	31	767	42	0.1222	0.3569	19.2094	9.3242	0.8674	0.5307	51.1850	227	17912	0.9121	0.3214
1163	1171	19	195	228539	228345	3111	53487	731	10716	130	10716	130	1	42771	0.9448	0.8387	0.2120	-49.8987	79	28910	682	12.2414	29	-7.2603	73	411	4	0.1225	0.4698	19.4524	9.3363	0.8696	0.5542	50.8502	227	18177	0.9072	0.3185
1171	1181	19	196	232459	232264	3919	54399	911	10874	158	10874	158	1	43525	0.9443	0.8193	0.2117	-53.1772	79	29395	691	-10.6758	839	7.8605	43	648	38	0.1222	0.4456	19.7498	9.3515	0.8770	0.5306	53.8899	227	18513	0.9281	0.3197
1181	1187	19	198	234827	234630	2367	54961	561	10976	102	10976	102	1	43985	0.9450	0.8604	0.2113	-52.1519	79	29710	700	10.2389	113	-6.7826	23	561	42	0.1217	0.4954	18.9383	9.3600	0.8673	0.5540	53.9868	227	18729	0.9092	0.3163
1187	1193	19	199	237207	237009	2379	55519	559	11058	82	11058	82	1	44461	0.9441	0.6953	0.2110	-50.6709	79	30007	709	11.3628	113	8.8378	37	447	33	0.1224	0.6719	19.0925	9.3684	0.8681	0.5676	55.2952	227	18921	0.9231	0.3193
1193	1201	19	200	240399	240200	3191	56265	746	11171	113	11171	113	1	45094	0.9427	0.7192	0.2106	50.8722	227	19877	226	-9.2155	1021	-4.6596	47	509	17	0.1227	0.5859	18.9196	9.3801	0.8574	0.5909	56.8811	227	19195	0.9128	0.3246
1201	1213	19	201	245227	245027	4827	57397	1132	11365	194	11365	194	1	46032	0.9417	0.8150	0.2103	-52.3165	79	31020	733	11.1239	113	6.4390	41	852	48	0.1225	0.4362	19.2481	9.3984	0.8570	0.5843	57.8246	211	20169	0.9118	0.3189
1213	1217	19	203	246847	246645	1619	57776	379	11433	68	11433	68	1	46343	0.9427	0.8547	0.2099	-52.6329	79	31230	738	11.4159	113	-4.0488	41	288	10	0.1219	0.5749	19.3683	9.4033	0.8511	0.5283	56.4028	211	20319	0.9063	0.3237
1217	1223	19	204	249287	249084	2439	58346	570	11531	98	11531	98	1	46815	0.9430	0.8204	0.2096	-50.5063	79	31541	748	14.4312	109	-5.0690	29	523	31	0.1214	0.5290	19.5377	9.4115	0.8536	0.5508	55.4123	211	20529	0.9108	0.3316
1223	1229	19	205	251739	251535	2451	58920	573	11633	102	11633	102	1	47287	0.9436	0.8508	0.2092	-54.5823	79	31860	752	14.8991	109	-6.0597	67	337	4	0.1209	0.4944	19.7189	9.4196	0.8539	0.5214	54.2891	211	20753	0.9146	0.3450
1229	1231	19	206	252559	252354	819	59107	188	11667	35	11667	35	1	47440	0.9449	0.8912	0.2089	-56.1139	79	31960	753	14.4679	109	-4.6170	47	132	1	0.1209	0.7489	19.7765	9.4212	0.8550	0.5483	53.5972	211	20826	0.9076	0.3385
1231	1237	19	206	255027	254822	2467	59692	584	11769	102	11769	102	1	47923	0.9454	0.8375	0.2086	-57.9873	79	32271	759	13.5044	113	-4.3253	83	304	3	0.1208	0.5025	19.9526	9.4294	0.8564	0.5142	-55.3544	79	32167	0.9110	0.3395
1237	1249	19	207	259999	259793	4971	60858	1165	11961	192	11961	192	1	48897	0.9439	0.7915	0.2082	-56.6835	79	32891	776	11.3394	109	5.2093	43	834	44	0.1211	0.4202	20.2879	9.4471	0.8595	0.5305	55.4171	211	21478	0.9096	0.3324
1249	1259	19	209	264179	263971	4179	61835	978	12132	171	12132	171	1	49703	0.9438	0.8411	0.2079	-52.2278	79	33426	794	12.5752	113	-7.1887	53	641	17	0.1201	0.4251	20.5893	9.4614	0.8402	0.5624	54.1986	277	18947	0.9036	0.3280
1259	1277	19	211	271787	271577	7607	63617	1781	12439	307	12439	307	1	51178	0.9421	0.8305	0.2076	-55.7342	79	34394	815	-10.5673	349	-6.0000	29	1624	106	0.1207	0.3286	21.1262	9.4883	0.8462	0.5319	55.7488	211	22498	0.9027	0.3221
1277	1279	19	214	272639	272426	851	63810	194	12476	38	12476	38	1	51334	0.9435	0.9452	0.2072	-56.4430	79	34501	817	12.5352	71	4.6761	71	118	8	0.1206	0.6983	21.1905	9.4897	0.8492	0.5240	56.0000	211	22577	0.9036	0.3200
1279	1283	19	214	274347	274134	1707	64218	407	12535	59	12535	59	1	51683	0.9434	0.7006	0.2069	-56.9367	79	34718	822	-10.6024	991	3.4186	43	292	17	0.1214	0.7346	21.2904	9.4945	0.8474	0.5323	56.6066	211	22724	0.8978	0.3180
1283	1289	19	215	276919	276705	2571	64818	599	12630	95	12630	95	1	52188	0.9432	0.7677	0.2066	-56.9873	79	35036	830	-10.8133	991	5.2703	37	476	31	0.1216	0.5867	21.4547	9.5023	0.8459	0.5371	56.5024	211	22946	0.8961	0.3171
1289	1291	19	216	277779	277564	859	65021	203	12659	30	12659	30	1	52362	0.9439	0.7165	0.2063	-57.7215	79	35144	832	11.1858	113	3.6610	59	128	8	0.1218	0.9026	21.5123	9.5038	0.8509	0.5249	56.7915	211	23021	0.9070	0.3845
1291	1297	19	216	280367	280152	2587	65623	602	12771	112	12771	112	1	52852	0.9450	0.9034	0.2059	-59.7468	79	35461	838	12.5310	113	-5.3514	37	469	20	0.1211	0.4514	21.7053	9.5115	0.8488	0.5200	58.7630	211	23235	0.9031	0.3315
1297	1301	19	217	282099	281883	1731	66024	400	12831	60	12831	60	1	53193	0.9451	0.7295	0.2056	-61.1646	79	35675	842	11.4336	113	3.9175	97	198	8	0.1216	0.7222	21.8103	9.5161	0.8459	0.5386	-58.5823	79	35573	0.9000	0.3433
1301	1303	19	218	282967	282750	867	66229	205	12862	32	12862	32	1	53367	0.9459	0.7603	0.2053	-60.8481	79	35781	845	9.8053	113	-3.5946	37	159	5	0.1218	0.8557	21.8645	9.5176	0.8463	0.5345	58.6967	211	23453	0.8937	0.3347
1303	1307	19	218	284707	284490	1739	66636	407	12944	82	12944	82	1	53692	0.9476	0.9828	0.2050	-59.8481	79	36018	852	-10.8682	349	-4.5479	73	239	2	0.1211	0.4821	21.0135	9.5222	0.8487	0.5227	59.1896	211	23612	0.8934	0.3299
1307	1319	19	219	289959	289741	5251	67870	1233	13154	210	13154	210	1	54716	0.9469	0.8321	0.2047	-60.5570	79	36678	868	-11.9398	349	-5.8037	107	578	5	0.1210	0.3975	20.6218	9.5390	0.8540	0.5279	-58.0000	79	36577	0.8882	0.3207
1319	1321	19	221	290839	290619	879	68074	205	13183	30	13183	30	1	54891	0.9476	0.7161	0.2044	-58.1646	79	36781	873	-11.1089	349	2.6657	353	59	3	0.1212	0.8485	20.6703	9.5405	0.8560	0.5131	58.1469	211	24144	0.8929	0.3500
1321	1327	19	221	293487	293267	2647	68697	622	13285	102	13285	102	1	55412	0.9477	0.8036	0.2041	-55.5949	79	37114	884	-10.3396	53	-4.0943	53	400	11	0.1213	0.5615	20.8316	9.5481	0.8551	0.5522	59.0237	211	24368	0.8880	0.3278
1327	1361	19	222	308719	308498	15231	72261	3564	13887	602	13887	602	1	58374	0.9432	0.8290	0.2038	51.7773	211	26293	301	-12.7545	827	-10.3817	131	1597	14	0.1222	0.2802	20.7053	9.5972	0.8546	0.5644	57.4171	211	25698	0.8939	0.3067
1361	1367	19	228	311447	311220	2727	72898	638	13998	111	13998	111	1	58900	0.9438	0.8551	0.2035	54.4645	211	26537	306	-12.7536	349	-4.2069	29	583	36	0.1220	0.4990	20.5702	9.6045	0.8586	0.5331	60.1043	211	25942	0.8913	0.3046
1367	1373	19	229	314187	313959	2739	73540	642	14104	106	14104	106	1	59436	0.9440	0.8127	0.2032	53.1454	227	26202	284	-14.4327	349	-6.4839	31	550	29	0.1214	0.5423	20.2615	9.6118	0.8564	0.5472	59.1101	227	25525	0.9017	0.3212
1373	1381	19	230	317859	317630	3671	74393	852	14231	127	14231	127	1	60162	0.9430	0.7348	0.2029	52.1374	211	27099	309	-14.3209	349	5.6279	43	610	34	0.1220	0.5500	20.7298	9.6219	0.8592	0.5357	57.7773	211	26504	0.9054	0.3188
1381	1399	19	231	326199	325969	8339	76353	1959	14555	324	14555	324	1	61798	0.9411	0.8165	0.2026	-56.2278	79	41247	988	-12.5530	349	-6.3038	79	1039	20	0.1217	0.3667	21.2047	9.6464	0.8575	0.5612	60.0881	227	26549	0.9148	0.3188
1399	1409	19	234	330879	330646	4679	77453	1099	14729	174	14729	174	1	62724	0.9401	0.7827	0.2023	-55.1392	79	41836	1004	-12.8567	349	6.4746	59	694	30	0.1224	0.4642	21.4581	9.6593	0.8629	0.5463	60.6696	227	26937	0.9198	0.3168
1409	1423	19	236	337487	337252	6607	78996	1542	14994	265	14994	265	1	64002	0.9397	0.8508	0.2020	-57.3038	79	42672	1023	-12.6991	349	-7.5854	41	1160	49	0.1220	0.3559	21.8500	9.6776	0.8497	0.5231	61.5330	227	27520	0.9100	0.3154
1423	1427	19	238	339387	339150	1899	79442	445	15071	77	15071	77	1	64371	0.9405	0.8579	0.2017	-59.3797	79	42912	1027	-11.2550	349	4.3363	113	207	8	0.1222	0.5623	21.1820	9.6818	0.8531	0.5071	62.8152	211	28399	0.9066	0.3143
1427	1429	19	239	340339	340101	951	79663	221	15103	33	15103	33	1	64560	0.9412	0.7413	0.2014	-58.3924	79	43031	1031	-9.5215	349	2.5989	349	70	3	0.1224	0.8777	21.1675	9.6832	0.8557	0.5301	63.0284	211	28482	0.9105	0.3211
1429	1433	19	239	342247	342009	1907	80111	447	15174	71	15174	71	1	64937	0.9417	0.7897	0.2011	-57.3671	79	43267	1038	11.2268	97	4.3191	47	298	17	0.1227	0.6278	21.2684	9.6874	0.8549	0.5063	62.5308	211	28640	0.9128	0.3342
1433	1439	19	240	345119	344880	2871	80788	676	15289	115	15289	115	1	65499	0.9422	0.8470	0.2009	-56.7848	79	43639	1048	-9.9685	349	-5.3051	59	422	9	0.1224	0.5136	21.4310	9.6944	0.8579	0.5249	62.1611	211	28890	0.9143	0.3277
1439	1447	19	241	348967	348727	3847	81686	898	15436	147	15436	147	1	66250	0.9421	0.8161	0.2006	59.3555	211	29819	342	11.2301	113	6.9245	53	585	29	0.1226	0.5122	21.6398	9.7041	0.8581	0.5503	64.9858	211	29225	0.9147	0.3237
